n_samples,n_features,n_classes,frac_categorical,ratio_samples_per_feature,col_min_mean,col_min_std,col_max_mean,col_max_std,col_mean_mean,col_mean_std,col_std_mean,col_std_std,col_skew_mean,col_skew_std,col_kurt_mean,col_kurt_std,tree_node_count,tree_leaf_count,tree_depth_max,tree_leaf_depth_mean,dummy_mf_acc_mean,gnb_acc_mean,linsvc_acc_mean,logreg_acc_mean,knn5_acc_mean,dt_acc_mean,meta_target_best_algo,did,name,elapsed_sec
32561,14,2,0.0,2325.785714285714,2050.6666666666665,4576.936991288194,264877.5,546718.5732290273,31838.736494579407,70633.76166407974,18894.17495527659,38844.17617863792,3.0783611570443004,4.275943469876747,30.79484232616883,55.88044243053518,55,28,5,4.892857142857143,0.7554,0.7954000000000001,0.8447999999999999,0.8448,0.8242,0.8048000000000002,logreg_acc_mean,1119,adult-census,1.173
19020,10,2,0.0,1902.0,-98.807,162.6509392194524,217.64242,194.2882413284077,30.677838007360673,56.90711337847355,29.333814864073695,25.164471744562363,0.646344955486718,1.2595764194409111,4.273159612328454,5.350085293326459,61,31,5,4.967741935483871,0.6497999999999999,0.7247999999999999,0.7908000000000001,0.7922,0.8184000000000001,0.7998000000000001,knn5_acc_mean,1120,MagicTelescope,0.661
294,10,2,0.0,29.4,2.1785714285714284,2.1986777102316264,8.821428571428571,8.179585090021252,4.419154518950437,4.651147069875389,1.0947647649511798,0.9101750803462801,1.0422814943776881,0.5084880206175687,1.163643914894654,1.397791341628616,3,2,1,1.0,0.7143191116306253,1.0,1.0,1.0,0.9524254821741671,1.0,gnb_acc_mean,1121,badges2,0.256
320,8,2,0.0,40.0,0.42857142857142855,0.49487165930539345,6.428571428571429,6.966391622992347,1.0120535714285714,0.7251047272178506,0.8675889783037085,0.5497006295581637,3.4024864270648782,3.8041384442402646,29.2154293154147,54.13794322313301,35,18,5,4.388888888888889,0.665625,0.603125,0.684375,0.69375,0.55,0.665625,logreg_acc_mean,1167,pc1_req,0.242
506,13,2,0.0,38.92307692307692,17.590993333333333,51.18696556470038,127.53030833333334,203.98033957274518,75.90770013504611,138.54753421658407,28.946576218604374,48.47910925544413,0.6815088940587956,1.8281105230380195,3.891738672549591,10.30399194495603,35,18,5,4.388888888888889,0.5869539895165987,0.749097262667443,0.8676955930887207,0.8598136284216658,0.8734614637934381,0.8242088914773831,knn5_acc_mean,853,boston,0.271
340,12,306,0.0,28.333333333333332,316.6666666666667,570.5391212606623,2002.3333333333333,2117.151361827701,809.1274858963367,1021.8406114892316,269.8914208795538,272.007462728117,0.64105912824414,0.5763678571326059,0.7999996750930642,1.7495759108594522,25,13,5,4.076923076923077,,,,,,,,1092,Crash,0.033
39948,9,2,0.0,4438.666666666667,111177.77777777778,314428.1913264768,6072272.444444444,9200076.78319938,2225380.7137500974,5005270.181637937,1513441.6278333734,2625560.7970521823,19.564762903614472,49.377703402976906,3025.718978447996,8522.409132614117,61,31,5,4.967741935483871,0.8268000000000001,0.8026,0.8272,0.8268000000000001,0.8056000000000001,0.7414,linsvc_acc_mean,1220,Click_prediction_small,0.61
253,37,2,0.0,6.837837837837838,5.690810810810811,15.478157299776994,5201.062702702703,28573.418051729303,344.99951714560405,1782.21276309918,575.0287635190866,3110.7589064426347,2.1270787468785657,1.5669121927123337,8.056947626922895,13.63333534552201,21,11,5,3.909090909090909,0.8933333333333333,0.8105882352941176,0.8893333333333333,0.9091764705882353,0.8856470588235295,0.8184313725490195,logreg_acc_mean,1442,MegaWatt1,0.244
661,37,2,0.0,17.864864864864863,3.9462162162162158,9.914377043943142,78916.83675675676,442647.12604025664,962.8441162039496,5236.378472878904,3958.8526628069835,22109.941000703857,5.662196296753444,3.4395319256366075,62.66822098204439,62.44719776747783,23,12,5,4.083333333333333,0.9213374344953292,0.8881066302118933,0.9288904078377763,0.9228298017771701,0.9183299156983367,0.8971064023695602,linsvc_acc_mean,1443,PizzaCutter1,0.286
1043,37,2,0.0,28.18918918918919,2.754054054054054,6.413539082647406,367112.3005405405,2067271.246365989,1243.5363382653986,6802.971725395751,11892.248697459529,66790.952366767,9.458710345253484,7.522462701354817,189.28477470067008,218.8159602605235,37,19,5,4.578947368421052,0.8782388663967613,0.28226904674273096,0.8906974604343025,0.8801527419948473,0.8667510121457489,0.8388801987486196,linsvc_acc_mean,1444,PizzaCutter3,0.376
296,37,2,0.0,8.0,7.032432432432432,20.62190942025802,60863.553513513514,342001.5871608053,1214.3014828341857,6600.422373962685,4054.759917744816,22650.162145750488,3.813362200623088,2.372378331513497,29.661813640548257,35.358738122239195,33,17,5,4.411764705882353,0.871638418079096,0.8041242937853108,0.8547457627118644,0.8648587570621469,0.8514124293785311,0.7907344632768363,dummy_mf_acc_mean,1446,CostaMadre1,0.243
48842,14,2,0.0,3488.714285714286,2050.6666666666665,4576.936991288194,265826.6666666667,548836.3527542208,31819.97476557062,70591.06938381503,18914.426694927384,38861.16921926551,3.0638608083339345,4.254039303132121,30.359637681235284,55.123107506694204,55,28,5,4.892857142857143,0.7532000000000001,0.7946000000000001,0.8416,0.8408,0.8124,0.7974,linsvc_acc_mean,1590,adult,1.267
12958,8,4,0.0,1619.75,,,,,,,,,,,,,31,16,5,4.6875,0.33620000000000005,0.8402,0.9128000000000001,0.9244000000000001,0.923,0.9812,dt_acc_mean,1568,nursery,0.769
294,13,5,0.0,22.615384615384617,-4.0,10.023050357128735,84.0,164.67310274975318,40.92708006279435,73.63750960909898,12.58816537157211,25.00820489922532,-0.624980172311412,4.31804863866868,27.332137548811925,41.84101147814703,37,19,5,4.421052631578948,0.6394506136762127,0.29573348918760956,0.6735827001753361,0.6701928696668615,0.6769140853302162,0.5885447106954997,knn5_acc_mean,1565,heart-h,0.184
2126,35,3,0.0,60.74285714285714,25.60571428571429,57.143978274716105,273.5057142857143,790.652286566643,106.21290686735655,312.2408994913488,60.484595896125974,210.0306047412265,2.392190348466071,3.4078523277992256,17.740298317226657,51.94898433518799,17,9,5,3.7777777777777777,0.7784578845622756,0.9877713338856668,0.9891808892571113,0.9910632421982879,0.9896525821596244,0.9821297983982324,logreg_acc_mean,1560,cardiotocography,0.478
4521,16,2,0.0,282.5625,-469.85714285714283,1160.725687856084,10753.857142857143,24692.781365229403,255.25819192972475,484.18877364162466,484.69540719258504,1034.3483590572007,3.3570318763599354,2.305759505260902,28.192983686317483,30.602267541064357,57,29,5,4.896551724137931,0.8847601818804087,0.8369811274629637,0.8984728401701462,0.9009052461741553,0.8925013445460325,0.8697186231848629,logreg_acc_mean,1558,bank-marketing,1.054
4177,8,3,0.0,522.125,0.019285714285714288,0.029408280105703396,1.2390714285714286,0.6971122285426311,0.38270340982933754,0.22064164675252704,0.17459748528744562,0.13819700354230924,0.6203687756176234,1.159489687779909,11.033153238708147,26.534117496757112,61,31,5,4.967741935483871,0.3464206515199267,0.5731384121708735,0.6437618542818668,0.652860785605822,0.6195845629315532,0.574572672836146,logreg_acc_mean,1557,abalone,0.542
1000,40,8,0.0,25.0,2277.281297297297,8195.877137599384,6789.226918918919,22443.77706690757,4239.049820405406,13533.310644171568,1354.1668023216125,5162.225358690914,-0.04584203760937009,0.5207224296754187,-0.7948761752735715,0.6012327508550113,55,28,5,4.892857142857143,0.24,0.211,0.19,0.184,0.17200000000000001,0.21400000000000002,dummy_mf_acc_mean,1555,autoUniv-au6-1000,0.528
500,12,5,0.0,41.666666666666664,759.01125,1314.1527539867418,1375.13875,2553.979349385178,1050.5593825,1873.3895769247383,212.54652967466217,490.8638077170715,0.09673735880262818,0.16957596056775442,-1.3496496311677124,0.2243780748361803,55,28,5,4.857142857142857,0.384,0.344,0.38,0.388,0.354,0.40800000000000003,dt_acc_mean,1554,autoUniv-au7-500,0.348
750,40,8,0.0,18.75,2279.3115945945947,8198.487226881283,6788.1934594594595,22442.326532278876,4179.324020756758,13352.213833291604,1344.9586013876892,5113.6370885740635,-0.02754140836103949,0.5382103139443827,-0.7670874003310417,0.6286571866529744,57,29,5,4.896551724137931,0.22000000000000003,0.20800000000000002,0.192,0.184,0.1706666666666667,0.23199999999999998,dt_acc_mean,1549,autoUniv-au6-750,0.491
700,12,3,0.0,58.333333333333336,758.76125,1313.7263428644253,1375.13875,2554.1623415683543,1053.5226767857143,1882.7127205414856,201.021870051852,467.44240498897807,0.006349588612895168,0.3553790778761492,-1.3127290619198615,0.13882413384858508,47,24,5,4.708333333333333,0.35,0.43,0.42428571428571427,0.41714285714285715,0.3957142857142857,0.45714285714285713,dt_acc_mean,1553,autoUniv-au7-700,0.359
1100,12,5,0.0,91.66666666666667,758.38625,1313.0870912656317,1375.51375,2554.4923952516356,1061.5329261363636,1897.777013699134,210.14513395943123,487.20073108198284,0.06283940906721577,0.18346250676459663,-1.380730650924695,0.17732592010063802,53,27,5,4.851851851851852,0.2772727272727273,0.34454545454545454,0.3463636363636364,0.3336363636363636,0.28181818181818186,0.34,linsvc_acc_mean,1552,autoUniv-au7-1100,0.404
400,40,8,0.0,10.0,2278.8440540540537,8197.5972083389,6792.863648648648,22456.751976063715,4183.004331486486,13359.7080032295,1376.6248269856285,5245.994083740423,-0.047223098154523434,0.5277611176795467,-0.7639572021539305,0.680255981834649,51,26,5,4.8076923076923075,0.2775,0.225,0.23249999999999998,0.2125,0.225,0.33499999999999996,dt_acc_mean,1551,autoUniv-au6-400,0.4
1000,20,2,0.0,50.0,0.0,0.0,1.0,0.0,0.4680000000000001,0.11208701976589437,0.48556455821949374,0.025289519590293054,0.14982672437764225,0.5092208650676675,-1.7216934610698433,0.5186973667224757,63,32,5,5.0,0.741,0.719,0.7370000000000001,0.74,0.722,0.674,dummy_mf_acc_mean,1547,autoUniv-au1-1000,0.242
32769,9,2,0.0,3641.0,,,,,,,,,,,,,43,22,5,4.636363636363637,0.9426,0.8904,0.9366,0.9437999999999999,0.942,0.9322000000000001,logreg_acc_mean,4135,Amazon_employee_access,185.897
310,6,3,0.0,51.666666666666664,17.664050000000003,26.65550170626248,168.00866333333335,117.09375494974664,52.85693083387096,32.51439393791894,18.320116460651278,9.017338560530106,1.1216900361013777,1.4630427806188167,7.178752483040982,13.847208092035487,33,17,5,4.470588235294118,0.4838709677419355,0.8290322580645162,0.8612903225806452,0.8516129032258064,0.7774193548387096,0.7774193548387098,linsvc_acc_mean,1523,vertebra-column,0.176
310,6,2,0.0,51.666666666666664,17.664050000000003,26.65550170626248,168.00866333333335,117.09375494974664,52.85693083387096,32.51439393791894,18.320116460651278,9.017338560530106,1.1216900361013777,1.4630427806188167,7.178752483040982,13.847208092035487,27,14,5,4.142857142857143,0.6774193548387096,0.7741935483870968,0.8548387096774194,0.8580645161290322,0.8225806451612903,0.8129032258064516,logreg_acc_mean,1524,vertebra-column,0.165
5456,4,4,0.0,1364.0,0.5095,0.19738857616387023,5.0,0.0,1.2817708944281527,0.4244990637871048,0.5883402973066519,0.17101711123116234,2.5363941158687298,1.5224740989734098,12.355497971418709,15.027927004566385,7,4,3,2.25,0.4048,0.8916000000000001,0.8827999999999999,0.942,0.9642000000000002,1.0,dt_acc_mean,1526,wall-robot-navigation,0.33
7400,20,2,0.0,370.0,-3.98358,0.23438298487731565,4.167355000000001,0.42652621546043334,0.0023114067567567556,0.011127706733880863,1.0925051655136753,0.008824188448578562,0.01157059132547391,0.025248997881265008,-0.06388078544223655,0.04418902228490065,63,32,5,5.0,0.5014,0.9808,0.9800000000000001,0.9790000000000001,0.9718,0.8328,gnb_acc_mean,1507,twonorm,0.843
403,5,5,0.0,80.6,0.0,0.0,0.9640000000000001,0.03555277766926235,0.41088784119106697,0.046961958698923424,0.23941283686498563,0.022111892656312863,0.3924738086302202,0.25438537798992245,-0.767442084269896,0.4189728523239675,35,18,5,4.333333333333333,0.32012345679012344,0.8512037037037036,0.799074074074074,0.8933333333333333,0.7643518518518518,0.885895061728395,logreg_acc_mean,1508,user-knowledge,0.166
569,30,2,0.0,18.966666666666665,15.604080399999999,41.81021363112144,264.18550833333336,869.040034145334,61.89071233954306,192.56936352627864,34.87403313037627,117.56082345674217,1.74040662852075,1.2572364612684248,7.81473482511026,12.658694541076402,27,14,5,4.071428571428571,0.6274181027790716,0.9385188635305075,0.9683589504735289,0.9789163173420278,0.9648812296227295,0.9262226362366093,logreg_acc_mean,1510,wdbc,0.265
200,13,5,0.0,15.384615384615385,3.4615384615384617,9.111407766052947,24.307692307692307,32.6152031925288,11.885,17.115557812433963,6.331017978379014,9.094502450325702,0.5057745905329554,3.2142179212810214,9.404892300565514,26.62849845829855,39,20,5,4.55,0.27999999999999997,0.09,0.37,0.375,0.325,0.255,logreg_acc_mean,1512,heart-long-beach,0.172
5404,5,2,0.0,1080.8,-2.7242244,0.2577896181909582,3.551564,0.6728006673596572,-1.2287194670162342e-08,2.7931012778171056e-08,0.9999074762792924,6.0730923420370256e-09,0.7794652586095059,0.49289466325197434,0.33974898860958386,1.0962144187884015,51,26,5,4.8076923076923075,0.7061999999999999,0.7624000000000001,0.7554000000000001,0.7516,0.8715999999999999,0.8635999999999999,knn5_acc_mean,1489,phoneme,0.336
1055,41,2,0.0,25.73170731707317,0.3683878048780488,1.4236008676377956,16.562963414634147,26.03027879417199,2.683521574384464,5.932985869065496,1.5936401984873731,2.3215881202107043,3.798639220053295,4.734293503155554,44.71323748559392,126.35221190026773,45,23,5,4.6521739130434785,0.6625592417061611,0.7099526066350712,0.8701421800947866,0.875829383886256,0.8530805687203792,0.7999999999999999,logreg_acc_mean,1494,qsar-biodeg,0.352
250,6,2,0.0,41.666666666666664,,,,,,,,,,,,,7,4,3,2.25,0.572,0.9800000000000001,1.0,0.9960000000000001,1.0,0.9960000000000001,linsvc_acc_mean,1495,qualitative-bankruptcy,0.226
7400,20,2,0.0,370.0,-7301.8,467.7377042745218,6867.1,497.1870774668224,204.23425000000003,14.786513592682342,1503.1809855318872,19.647545572271127,-0.2338108949714019,0.042839077742108135,1.5057733485938614,0.11362077825636058,57,29,5,4.896551724137931,0.5047999999999999,0.9792,0.7577999999999999,0.7559999999999999,0.6676,0.86,gnb_acc_mean,1496,ringnorm,1.08
5456,24,4,0.0,227.33333333333334,0.6217916666666666,0.2665923822315426,5.008958333333333,0.01864242287245826,2.04579234634653,0.746773124491388,1.251125298736954,0.22186820092185505,1.5222576378064734,1.0631995040465436,2.3688224584697717,4.561996455285258,23,12,5,4.083333333333333,0.4048,0.5212,0.6798,0.704,0.8535999999999999,0.9944000000000001,dt_acc_mean,1497,wall-robot-navigation,0.811
462,9,2,0.0,51.333333333333336,18.927500000000002,31.605924978554256,80.34875,64.13371625703208,38.889745670995666,40.83235388185545,10.995852684177413,7.603732685026995,0.8560005840491614,1.0036847556637516,2.2573904558160667,2.6067824236110293,47,24,5,4.666666666666667,0.6536699392239365,0.7055165965404394,0.7292893875642823,0.7357877512856474,0.6536465638148667,0.6081112669471717,logreg_acc_mean,1498,sa-heart,0.26
210,7,3,0.0,30.0,5.231599999999999,4.261884152410929,9.294614285714285,6.73473238251392,6.896174081632653,5.148057881931534,1.0054693166561124,0.9161174532111174,0.2674189657170458,0.35242171641315057,-0.731717251608198,0.41503624883165235,17,9,5,3.6666666666666665,0.3333333333333333,0.9,0.9619047619047618,0.938095238095238,0.9285714285714285,0.8523809523809524,linsvc_acc_mean,1499,seeds,0.158
210,7,3,0.0,30.0,5.231599999999999,4.261884152410929,9.294614285714285,6.73473238251392,6.896174081632653,5.148057881931534,1.0054693166561124,0.9161174532111174,0.2674189657170458,0.35242171641315057,-0.731717251608198,0.41503624883165235,17,9,5,3.6666666666666665,0.3333333333333333,0.9,0.9619047619047618,0.938095238095238,0.9285714285714285,0.8523809523809524,linsvc_acc_mean,1500,seismic-bumps,0.164
1941,33,2,0.0,58.81818181818182,454.47889999999995,1605.0862324599746,1144061.2413727273,3603664.799792337,106447.78586589232,393829.01443832734,123260.18156551995,428387.36709322536,3.6458966474516057,7.705593859957723,91.64638873109905,309.6298494429938,11,6,5,3.3333333333333335,0.6532716720112368,0.4986868258553521,1.0,0.9989703972649935,0.98300029152201,1.0,linsvc_acc_mean,1504,steel-plates-fault,0.396
470,16,2,0.0,29.375,7.8,9.33586632295043,59.86666666666667,37.87843127104864,23.461460992907803,27.633483381147737,7.107811066536037,4.583718941647128,1.9958398518231466,2.5897145148428415,10.369463412635342,14.225736047105253,23,12,5,4.083333333333333,0.851063829787234,0.16382978723404257,0.8446808510638298,0.8361702127659575,0.8468085106382979,0.772340425531915,dummy_mf_acc_mean,1506,thoracic-surgery,0.414
583,10,2,0.0,58.3,10.155555555555555,19.04714099929209,1026.8444444444442,1608.0249694793722,60.14487102267963,89.77819814287544,82.3608501972468,112.9412382449445,3.2908126195510503,3.4367847473413016,30.042076336190917,46.006183236287946,49,25,5,4.76,0.7135573239021515,0.56105216622458,0.730754494547598,0.7221780135573239,0.6741968759210138,0.689596227527262,linsvc_acc_mean,1480,ilpd,0.271
28056,6,18,0.0,4676.0,1.0,0.0,6.666666666666667,1.8856180831641267,3.606073567151411,1.239145601590632,1.8191422328262874,0.6314214037554611,0.24968747429160074,0.35785599981758304,-0.9619951078379257,0.3414185263219572,63,32,5,5.0,0.1581999326425231,0.06639668464866451,0.2878009032047132,0.30520018445290537,0.40300103244657187,0.5167979609360241,dt_acc_mean,1481,kr-vs-k,0.803
340,15,30,0.0,22.666666666666668,0.227009,0.3360984176447924,3.3685374000000006,5.844011853141821,0.9506031568627452,1.5553454587379325,0.5780351437371202,1.0085677739079877,0.6645642825587836,1.6213560326410872,2.896017258280978,4.172275101731757,27,14,5,4.357142857142857,0.047058823529411764,0.7382352941176471,0.8147058823529412,0.7705882352941177,0.6,0.6411764705882353,linsvc_acc_mean,1482,leaf,0.293
2534,72,2,0.0,35.19444444444444,268.71527777777777,1367.7965324554473,316.4888888888889,1437.631785019643,296.494606499841,1409.7532245253872,7.568667001361177,12.632516048484739,0.08595601481421074,1.1199390479939106,1.4930547521289843,9.07675684246171,51,26,5,4.8076923076923075,0.9368586820091837,0.6929765886287625,0.9400145005496177,0.9427789601702645,0.9388334073952803,0.9056809411324462,logreg_acc_mean,1487,ozone-level-8hr,0.985
2126,35,10,0.0,60.74285714285714,25.60571428571429,57.143978274716105,273.5057142857143,790.652286566643,106.21290686735655,312.2408994913488,60.484595896125974,210.0306047412265,2.392190348466071,3.4078523277992256,17.740298317226657,51.94898433518799,11,6,5,3.3333333333333335,0.2723435515051091,0.9995305164319248,1.0,1.0,0.9962352941176469,0.999529411764706,linsvc_acc_mean,1466,cardiotocography,0.684
540,20,2,0.0,27.0,0.1512037,0.35656734763310843,36.998766749999994,121.78829498365174,18.575018532685185,61.01971980472035,10.678448787133442,35.157738324496705,2.9030687163881764e-05,0.0006451861927657492,-1.2151730419773625,0.06598639213018834,29,15,5,4.266666666666667,0.9148148148148147,0.874074074074074,0.912962962962963,0.9055555555555556,0.9148148148148149,0.8796296296296298,knn5_acc_mean,1467,climate-model-simulation-crashes,0.248
14980,14,2,0.0,1070.0,2073.186192857143,1071.520701057946,218879.11357142855,253202.1363999061,4316.882028546157,187.15101339069912,1767.2294931673603,2072.8908977005735,71.73726620900263,51.96704439217579,8904.72190163805,5973.851785339812,49,25,5,4.88,0.5464,0.48980000000000007,0.5993999999999999,0.5936,0.851,0.7756000000000001,knn5_acc_mean,1471,eeg-eye-state,0.687
6118,51,6,0.0,119.96078431372548,-1.176286705882353,1.0112088256113696,14.915953921568626,15.30427384004823,-0.0005510331198841106,0.019586804396948064,0.9915628054676054,0.08301999636481495,7.440976027873586,11.228097739595086,228.1908672595789,584.2400334240825,55,28,5,4.857142857142857,0.4178,0.169,0.4812,0.48040000000000005,0.5476,0.5364,knn5_acc_mean,1475,first-order-theorem-proving,3.029
440,8,2,0.0,55.0,13.285714285714286,18.71374045007179,61153.0,33975.864731978705,4746.954220779221,3838.8360978667192,5989.507383581621,3910.663304376814,4.230043166220248,3.4787170037868647,43.059150023887064,54.36583490249891,29,15,5,4.2,0.6772727272727271,0.9045454545454545,0.9068181818181819,0.9045454545454545,0.9045454545454545,0.9068181818181816,linsvc_acc_mean,1511,wholesale-customers,0.259
1372,4,2,0.0,343.0,-8.662374999999999,3.168480310318339,10.038325,5.887310153786276,0.6405147434402334,1.1848985262900547,3.7793350771589798,1.4436391955704737,-0.11929141888617062,0.7665955220364644,0.14479469144118573,0.7958921971666904,35,18,5,4.444444444444445,0.5553921698739217,0.8440185799601858,0.9905189117451891,0.9817677504976775,0.9978128732581288,0.9839575315195754,knn5_acc_mean,1462,banknote-authentication,0.181
327,37,2,0.0,8.837837837837839,7.032432432432432,20.62190942025802,60873.54432432433,341999.8169395315,1462.387446069923,7972.047591245623,4648.544845078416,25949.76996348449,3.574363203709373,1.924400341968743,22.62786093900013,22.278706543207353,33,17,5,4.470588235294118,0.8716083916083915,0.8103496503496505,0.8622377622377624,0.862191142191142,0.8438228438228437,0.8318414918414918,dummy_mf_acc_mean,1447,CastMetal1,0.261
705,37,2,0.0,19.054054054054053,3.944864864864864,9.914911407823155,123113.91486486486,693827.3133303467,1283.6397362468851,7034.203894093595,6132.358562614454,34426.29881515503,5.345353529131199,3.2559757125466606,56.502555546472884,59.848139723697614,29,15,5,4.266666666666667,0.9134751773049645,0.8851063829787235,0.9134751773049645,0.9120567375886525,0.9205673758865249,0.9035460992907801,knn5_acc_mean,1451,PieChart1,0.32
745,36,2,0.0,20.694444444444443,2.1041666666666665,4.184465567229982,26635.329444444447,144931.14320836985,394.71829530201353,2074.1997996811233,1537.0775864851228,8347.606502246814,8.346342916614166,5.471432756823299,133.86242582982536,121.27387316790144,25,13,5,4.076923076923077,0.978523489932886,0.9073825503355705,0.9758389261744966,0.9758389261744966,0.978523489932886,0.9503355704697987,dummy_mf_acc_mean,1452,PieChart2,0.292
1077,37,2,0.0,29.10810810810811,2.753783783783784,6.413654922644658,367116.3527027027,2067270.5271535725,1405.3119789706143,7713.136916678244,12418.753403996563,69784.14545455594,9.135780975253398,6.916372693948295,176.73796585558338,190.2748624448921,39,20,5,4.5,0.8755813953488373,0.2337639965546942,0.8802110249784668,0.8765030146425495,0.8681481481481482,0.8068475452196381,linsvc_acc_mean,1453,PieChart3,0.355
748,4,2,0.0,187.0,63.25,107.82248142201144,3180.5,5380.64259638196,356.99498663101605,589.9710117998088,374.2841084241555,626.2155634550305,2.2631111929251677,1.0290264380909504,10.224505250350324,6.599244823637284,53,27,5,4.814814814814815,0.7620402684563758,0.7526174496644294,0.7727069351230424,0.770049217002237,0.7753736017897092,0.7366174496644295,knn5_acc_mean,1464,blood-transfusion-service-center,0.176
14240,30,2,0.0,474.6666666666667,-12.924042933333334,11.374312651711609,6108.703041033333,31006.247147174774,3154.2742740711547,16969.31661006186,1592.7834206202322,8523.960887146066,-0.2726868003005685,3.2478682212803793,60.058774527372584,97.44583492151611,17,9,5,3.7777777777777777,0.9987999999999999,0.9972,0.9994,0.9992000000000001,0.9994,0.9987999999999999,linsvc_acc_mean,4154,CreditCardSubset,0.842
383,5,3,0.0,76.6,67.248919,102.14871180630183,75.06096360000001,115.15931015779823,70.61559789765013,107.62058824041524,1.5855499782706564,2.6055026528988385,0.014605288976145724,0.6406627154957426,0.7578389526899966,1.6794739107453178,31,16,5,4.25,,,,,,,,4340,Engine1,0.014
11055,30,2,0.0,368.5,,,,,,,,,,,,,39,20,5,4.65,0.5526,0.7215999999999999,0.9378,0.9359999999999999,0.9410000000000001,0.9453999999999999,dt_acc_mean,4534,PhishingWebsites,1.458
540,35,2,0.0,15.428571428571429,1297.7547916666667,5273.318369894361,5086.572777777778,20173.974253473705,2198.8837376686492,8520.177929685004,506.4900712516219,1993.6679708790994,1.1927454607436991,2.74854794970515,10.368503105342057,31.1300564891351,43,22,5,4.7272727272727275,0.5777777777777778,0.7092592592592591,0.7518518518518519,0.7388888888888889,0.7425925925925926,0.7388888888888889,linsvc_acc_mean,6332,cylinder-bands,0.584
10218,7,10,0.0,1459.7142857142858,1.8414285714285714,4.988502290471642,51.131428571428565,20.248518413928057,15.677500209713951,11.691927643284608,9.504057187370464,3.8051961391601585,0.6738720824506815,0.3686854699209272,-0.039221736260745654,0.5819442930062841,47,24,5,4.708333333333333,0.136,0.2698,0.32660000000000006,0.3452,0.5999999999999999,0.7382,dt_acc_mean,1459,artificial-characters,0.619
45211,16,2,0.0,2825.6875,-1142.857142857143,2807.180355983635,15482.857142857143,35409.698059908354,245.8171083522657,463.3727960363967,489.53245569519237,1046.7255949938112,8.806191925405031,13.728908551697351,673.0300915847329,1565.8287126312443,63,32,5,5.0,0.8846,0.844,0.9024000000000001,0.9019999999999999,0.8934,0.8709999999999999,linsvc_acc_mean,1461,bank-marketing,1.113
9873,32,5,0.0,308.53125,-0.0405160496875,0.034872513118261256,0.06248516687500001,0.03664864563576339,0.001309779307676238,0.002977690518778242,0.005339854968632065,0.003950025030102273,0.9535035837473841,2.269718101107365,47.8223087118052,51.27138254478917,61,31,5,4.967741935483871,0.3038,0.426,0.46159999999999995,0.46799999999999997,0.5416000000000001,0.4772,knn5_acc_mean,4538,GesturePhaseSegmentationProcessed,1.679
277,9,2,0.0,30.77777777777778,,,,,,,,,,,,,37,19,5,4.526315789473684,0.7075974025974026,0.4003896103896104,0.6967532467532467,0.704025974025974,0.7327922077922078,0.6494805194805194,knn5_acc_mean,23499,breast-cancer-dropped-missing-attributes-values,0.259
500,12,2,0.0,41.666666666666664,0.0,0.0,5.0,0.0,3.5286,0.0,2.003357691476986,0.0,-1.1647649580553912,0.0,-0.5820891187268202,0.0,37,19,5,4.421052631578948,0.58,0.446,0.616,0.644,0.5740000000000001,0.562,logreg_acc_mean,23381,dresses-sales,0.403
500,7,10,0.0,71.42857142857143,0.0,0.0,1.0,0.0,0.6565714285714286,0.12502212049171496,0.4568366722217822,0.033986939494239254,-0.7264117116188799,0.5995442781313466,-1.1173581845411025,0.8361024273039174,51,26,5,4.769230769230769,0.11000000000000001,0.662,0.736,0.746,0.7040000000000001,0.6980000000000001,logreg_acc_mean,40496,LED-display-domain-7digit,0.182
5500,40,11,0.0,137.5,-1.1671,0.1371748519226465,0.40990000000000004,0.21116330173588402,-0.6055166227272728,0.2045975427988779,0.23318010066360734,0.05482929711835281,0.2853136375729959,0.9326420587047108,1.198135059339751,3.5176548904521083,31,16,5,4.375,0.0928,0.7714000000000001,0.9972,0.9942,0.9812,0.9240000000000002,linsvc_acc_mean,40499,texture,1.847
9901,19,6,0.0,521.1052631578947,116180.07173683369,492904.7926719154,305664.69034342107,1296803.7397947868,228180.38067177474,968073.1632816264,64566.73281073065,273930.0696717169,-0.23992324276369348,0.6251779478322524,-0.46534887423422616,0.8334201864572234,59,30,5,4.933333333333334,,,,,,,,4537,GesturePhaseSegmentationRAW,0.809
470,16,2,0.0,29.375,7.8,9.33586632295043,59.86666666666667,37.87843127104864,23.461460992907803,27.633483381147737,7.107811066536037,4.583718941647128,1.9958398518231466,2.5897145148428415,10.369463412635342,14.225736047105253,23,12,5,4.083333333333333,0.851063829787234,0.16382978723404257,0.8446808510638298,0.8361702127659575,0.8468085106382979,0.772340425531915,dummy_mf_acc_mean,4329,thoracic_surgery,0.386
2800,26,5,0.0,107.6923076923077,0.8941666666666667,0.8467015248729758,295.11999999999995,205.74092446569787,46.566607194523804,48.0881517786908,17.833323739199102,13.297370467347104,4.054667134348185,5.199972910628114,67.68217904400366,112.91058859399506,53,27,5,4.814814814814815,0.582857142857143,0.195,0.7100000000000001,0.7125000000000001,0.6707142857142857,0.5935714285714286,logreg_acc_mean,40474,thyroid-allbp,1.515
