n_samples,n_features,n_classes,frac_categorical,ratio_samples_per_feature,col_min_mean,col_min_std,col_max_mean,col_max_std,col_mean_mean,col_mean_std,col_std_mean,col_std_std,col_skew_mean,col_skew_std,col_kurt_mean,col_kurt_std,tree_node_count,tree_leaf_count,tree_depth_max,tree_leaf_depth_mean,dummy_mf_acc_mean,gnb_acc_mean,linsvc_acc_mean,logreg_acc_mean,knn5_acc_mean,dt_acc_mean,meta_target_best_algo,did,name,elapsed_sec
506,20,2,0.0,25.3,11.241318823529413,48.448310515789665,424.64498235294116,1181.4696692338612,229.78229380609156,630.9623014088484,111.90061041967691,320.685167722592,0.45865738483820173,1.589911651288993,2.7991179637713,8.851743854575185,39,20,5,4.45,0.5592894583576005,0.8083284799068142,0.8538147932440303,0.8676567656765677,0.8774995146573481,0.7865851291011454,knn5_acc_mean,825,boston_corrected,0.365
576,11,2,0.0,52.36363636363637,,,,,,,,,,,,,53,27,5,4.814814814814815,0.5850674662668665,0.6232533733133433,0.6458170914542729,0.6388605697151424,0.6266416791604198,0.6423388305847076,linsvc_acc_mean,826,sensory,0.304
250,10,2,0.0,25.0,-1.7959479000000003,0.24403531689304725,1.8843636,0.4615086083851958,9.599999999032604e-09,1.399428455055967e-08,0.9979980171303598,1.3950377909227746e-08,0.06651543519278215,0.2507641987067748,-1.003736894146464,0.472841210643691,25,13,5,4.076923076923077,0.636,0.8360000000000001,0.776,0.7799999999999999,0.78,0.868,dt_acc_mean,830,fri_c2_250_10,0.165
398,7,2,0.0,56.857142857142854,433.75,681.1785283609577,1462.45,2128.6791696965515,820.9719951799816,1242.5791889625061,247.77806301973075,347.16477081277236,0.6542027009827044,0.2949520437314277,-0.10392041299609989,0.6695104805748311,33,17,5,4.352941176470588,0.5251265822784811,0.8867088607594937,0.9094303797468355,0.9170253164556963,0.8993354430379746,0.8743037974683544,logreg_acc_mean,831,autoMpg,0.395
250,25,2,0.0,10.0,-1.7046685199999998,0.11194809075964449,1.9458162799999998,0.6167916977948726,3.200000022118841e-10,1.5956741521731465e-08,0.9979980318091932,1.7765395477162012e-08,0.12259463904983642,0.2993448258651169,-0.9991977725774954,0.6397452233976633,29,15,5,4.066666666666666,0.556,0.632,0.616,0.612,0.628,0.748,dt_acc_mean,832,fri_c3_250_25,0.231
8192,32,2,0.0,256.0,-0.030351562499999984,1.2558123558073362,6.17851978125,8.340634647541187,1.2014580029029847,1.6788233029623598,0.9675320125387759,0.7928449212262497,0.6205672677152604,0.8917281196505121,0.9378355853742828,3.339050373527735,63,32,5,5.0,0.6923999999999999,0.8038000000000001,0.8192,0.8218,0.751,0.7353999999999999,logreg_acc_mean,833,bank32nh,1.239
1000,50,2,0.0,20.0,-1.74937782,0.11488623744847598,1.74110198,0.10931605666698557,2.459999999997464e-09,9.06909036342424e-09,0.9994999050948797,8.954779561674399e-09,5.105327485079039e-05,0.04397191014036028,-1.1861119991333884,0.07141187760456572,49,25,5,4.72,0.547,0.661,0.637,0.634,0.5890000000000001,0.8459999999999999,dt_acc_mean,837,fri_c1_1000_50,0.441
500,25,2,0.0,20.0,-1.7633147599999999,0.16016205757776214,1.9662506400000002,0.5626979787329527,-4.400000000277515e-09,1.7834797447854197e-08,0.9989995277444293,1.2877414675288002e-08,0.12364236777412659,0.30283378297908464,-0.9712995190716184,0.6005006451920817,41,21,5,4.523809523809524,0.568,0.692,0.6920000000000001,0.692,0.6679999999999999,0.818,dt_acc_mean,838,fri_c4_500_25,0.268
782,8,2,0.0,97.75,-25.54166666666667,70.64054983191706,55.385,64.40197091963361,6.908100568948662,44.77084389413561,24.47770205097065,47.4738072060398,-0.1096474336643044,1.1246004481257343,4.155158455446714,8.891877461192081,25,13,5,4.076923076923077,0.6496162012085579,0.9028335783112855,0.9450351135064512,0.9386493548913931,0.9386493548913931,0.9450677772333824,dt_acc_mean,839,kdd_el_nino-small,0.341
205,25,2,0.0,8.2,662.3770588235294,1499.2881287180523,3368.365294117647,10651.199603342182,1271.202749879807,3252.48626050248,532.1094430523888,1855.515848787965,0.7871280922114217,0.9579806535831864,1.6969552606727305,3.5722731264388976,13,7,5,3.2857142857142856,0.5951219512195122,0.8975609756097562,0.975609756097561,0.9560975609756097,0.897560975609756,0.9512195121951219,linsvc_acc_mean,840,autoHorse,0.37
950,9,2,0.0,105.55555555555556,25.70488888888889,13.575126440536133,56.208333333333336,22.61613546416216,41.01183473684211,16.390947311143034,7.142688617952708,3.8343146945585995,-0.018763710460088005,0.44546474899382765,-0.7783488319532706,0.4141436145199542,25,13,5,4.461538461538462,0.5136842105263159,0.7073684210526315,0.8526315789473683,0.8389473684210526,0.9547368421052631,0.9536842105263158,knn5_acc_mean,841,stock,0.191
22784,8,2,0.0,2848.0,0.16419725000000002,0.3250597839089565,352427.1118055,932428.485583631,367.97185023862147,970.5744520446896,3118.861425483466,8251.142548055564,11.488497151631533,24.07517640554257,973.7403833239132,2485.101141110185,63,32,5,5.0,0.7021999999999999,0.7504000000000001,0.8437999999999999,0.8513999999999999,0.845,0.8301999999999999,logreg_acc_mean,843,house_8L,0.582
286,9,2,0.0,31.77777777777778,29.0,0.0,74.0,0.0,50.93706293706294,0.0,9.706689196110334,0.0,-0.007125759778074065,0.0,-0.6186325971267421,0.0,29,15,5,4.266666666666667,0.5803992740471869,0.4721113127646703,0.6257713248638839,0.6433151845130067,0.5316999395039321,0.5278886872353297,logreg_acc_mean,844,breastTumor,0.34
1000,10,2,0.0,100.0,-1.7593568999999998,0.020959961667188238,1.7008792,0.05163553387697274,-4.699999997814786e-09,4.920365842394644e-09,0.9994999015105236,1.121243833289502e-08,-0.03854818202504141,0.04700101771910514,-1.1933011518954724,0.03946621785821774,51,26,5,4.769230769230769,0.509,0.861,0.8370000000000001,0.8350000000000002,0.7790000000000001,0.8099999999999999,gnb_acc_mean,845,fri_c0_1000_10,0.209
16599,18,2,0.0,922.1666666666666,-65.79014444444445,226.28457999808123,62.346533333333326,222.07527545112816,-1.9945264513926542,4.397535501918852,17.77984741188235,63.30742855069178,9.738247933053136,29.477918959021093,1005.2163130878226,2933.2908704223682,63,32,5,5.0,0.6892,0.7482,0.8984,0.8974,0.8002,0.7678,linsvc_acc_mean,846,elevators,0.581
6574,14,2,0.0,469.57142857142856,4.691428571428572,15.624260831495748,33.863571428571426,13.960344145953902,14.206659242035723,15.548307271102487,4.987181008234576,1.2602421551157108,0.4864545800191551,0.27551738604757864,-0.029863330641400804,0.666199560861497,63,32,5,5.0,0.532,0.8078,0.8526,0.8526,0.8405999999999999,0.7952,linsvc_acc_mean,847,wind,0.615
1000,25,2,0.0,40.0,-1.7302991600000002,0.04028014116328787,1.727833,0.02933892804585742,1.5600000016391386e-09,7.43548250088994e-09,0.9994999052137961,9.55859373868056e-09,-0.00023616636789015695,0.04027771465985478,-1.196827342345181,0.033800171100360654,57,29,5,4.896551724137931,0.503,0.861,0.8230000000000001,0.825,0.705,0.7779999999999999,gnb_acc_mean,849,fri_c0_1000_25,0.317
500,10,2,0.0,50.0,-1.8350389999999996,0.2091638858369198,2.483021,1.129695662693807,2.5999999984094302e-09,3.9038442594885836e-09,0.9989995254887857,1.19830464371756e-08,0.28235015042858114,0.5131164672131725,-0.5038381598769792,1.1444626090056973,41,21,5,4.523809523809524,0.5519999999999999,0.6479999999999999,0.668,0.6699999999999999,0.808,0.834,dt_acc_mean,855,fri_c4_500_10,0.179
250,10,2,0.0,25.0,-1.8421889999999999,0.2832979937973441,2.1990951999999995,0.7247429050519639,-2.8000000009242857e-09,2.0003999604186786e-08,0.9979980187077006,1.529549652308452e-08,0.2988333922386365,0.49900282361232795,-0.5385538707580002,1.0129348885772123,35,18,5,4.277777777777778,0.532,0.6519999999999999,0.64,0.64,0.6639999999999999,0.7919999999999999,dt_acc_mean,863,fri_c4_250_10,0.17
1000,50,2,0.0,20.0,-1.74907678,0.11343788823092399,1.77490602,0.2472468842436232,6.39999998028884e-10,8.799454528364252e-09,0.9994999038551461,9.233225487868506e-09,0.021743876213880263,0.11246446404098791,-1.1633438097748967,0.19345893374295572,49,25,5,4.72,0.582,0.7700000000000001,0.6990000000000001,0.696,0.6460000000000001,0.8290000000000001,dt_acc_mean,866,fri_c2_1000_50,0.445
500,10,2,0.0,50.0,-1.784743,0.21655593470140688,2.0139434,0.6055411182154685,5.999999997197137e-09,1.1027238998155377e-08,0.9989995309368835,9.938968724695734e-09,0.11191598445779469,0.23509098642096876,-1.0028955958464831,0.48651212212020234,37,19,5,4.421052631578948,0.572,0.808,0.708,0.7059999999999998,0.7439999999999999,0.882,dt_acc_mean,869,fri_c2_500_10,0.18
500,5,2,0.0,100.0,-1.8415392000000002,0.16327588569216211,1.8352854,0.2133078220831107,-4.799999996407677e-09,1.085172796867668e-08,0.9989995239711998,7.604004753054714e-09,0.002082699981436369,0.043573985797896383,-1.082679955193515,0.15304341116362305,41,21,5,4.523809523809524,0.534,0.712,0.6540000000000001,0.656,0.8299999999999998,0.8480000000000001,dt_acc_mean,870,fri_c1_500_5,0.172
3848,5,2,0.0,769.6,-23.432940000000002,8.431901245768952,23.130559999999996,8.945223382923425,0.0008058939708939613,0.0027427277117608694,6.528597961219754,2.342196753595856,0.020617482908808975,0.09723146210811912,-0.09660835571472104,0.16705028550213502,35,18,5,4.444444444444445,0.49973992197659295,0.4888237380305001,0.49714420819752425,0.4963643118909699,0.4880374242142773,0.5028645736578117,dt_acc_mean,871,pollen,0.355
250,50,2,0.0,5.0,-1.7012801000000002,0.1134475342974452,1.8114976400000002,0.43169276192972056,9.600000000631325e-10,1.467645733872122e-08,0.9979980257521605,2.0676156230781832e-08,0.07017443549881733,0.22992927137089803,-1.0996319033519122,0.46648003381951597,29,15,5,4.066666666666666,0.5680000000000001,0.616,0.616,0.608,0.536,0.828,dt_acc_mean,873,fri_c3_250_50,0.27
250,50,2,0.0,5.0,-1.73799062,0.09980191390807895,1.7518639200000001,0.1803167000478702,4.640000000755151e-09,1.9893476320701038e-08,0.9979980264269162,2.35122337641123e-08,0.010318613340527676,0.13563290826913882,-1.1542432778687886,0.16261587713880546,33,17,5,4.352941176470588,0.548,0.696,0.6439999999999999,0.6559999999999999,0.62,0.772,dt_acc_mean,877,fri_c2_250_50,0.257
500,25,2,0.0,20.0,-1.78592672,0.14686837122117752,1.7971726799999999,0.31453483937366555,-8.000000017105434e-10,1.2079735097856985e-08,0.9989995303866356,1.2669897577059882e-08,0.02735236149367775,0.18093315328441928,-1.109152650527387,0.30826793675526987,37,19,5,4.368421052631579,0.6079999999999999,0.704,0.622,0.62,0.648,0.8200000000000001,dt_acc_mean,879,fri_c2_500_25,0.257
284,10,2,0.0,28.4,59.0,108.1767072895085,11546.8,21246.317199929024,538.5440140845071,990.9847178828195,978.9663683660596,1767.7499916765694,4.574286243009525,3.910247850246494,43.9674788846343,43.29475704913154,3,2,1,1.0,0.49298245614035086,0.8096491228070175,0.9929197994987469,0.9717418546365915,0.9401629072681704,0.9964285714285713,dt_acc_mean,880,mu284,0.186
40768,10,2,0.0,4076.8,147.73701314285717,350.2898385891649,244.41128685714284,426.30093014649185,195.93714543823938,383.90681242106245,27.437117635467217,40.57428138161531,0.09261384330417011,0.37636718755224235,-1.0763234053159123,0.2173917733677511,47,24,5,4.833333333333333,0.602,0.7922,0.9960000000000001,0.9896,0.9353999999999999,0.9917999999999999,linsvc_acc_mean,881,mv,0.808
500,5,2,0.0,100.0,-1.7045375999999997,0.07207254925587132,1.7487625999999998,0.07257380732633499,-3.9999999863482537e-10,9.329523033193631e-09,0.9989995294754044,1.309748876831234e-08,0.013750328156165567,0.07600948107766396,-1.2142420449784006,0.06340444170547171,39,20,5,4.5,0.502,0.818,0.82,0.826,0.8380000000000001,0.7899999999999999,knn5_acc_mean,884,fri_c0_500_5,0.17
500,7,2,0.0,71.42857142857143,-2.192727142857143,7.221836660574677,61.863375714285716,121.50236006695012,24.353844274285713,48.73983757965864,14.917162413625425,29.2919243643575,-0.11826697778412407,0.590365482770145,0.4748910003384585,1.8593476429757676,45,23,5,4.695652173913044,0.49800000000000005,0.546,0.586,0.5820000000000001,0.5900000000000001,0.608,dt_acc_mean,886,no2,0.18
500,50,2,0.0,10.0,-1.71849452,0.06285790473162146,1.7351681599999997,0.05475787353371569,9.599999995479894e-10,1.307969418540524e-08,0.9989995306062304,1.2800914483119554e-08,0.00798296713009508,0.06359011956433343,-1.1885641490526244,0.06613483577741584,45,23,5,4.695652173913044,0.5119999999999999,0.818,0.8240000000000001,0.8160000000000001,0.6599999999999999,0.7459999999999999,linsvc_acc_mean,888,fri_c0_500_50,0.313
500,25,2,0.0,20.0,-1.7667933200000001,0.1739802282276282,1.9220966400000004,0.602276207190746,4.720000000322245e-09,1.0716417313184333e-08,0.9989995301976415,1.349313770060114e-08,0.09791057503949385,0.3435705770908406,-0.9545636090061557,0.7976386923205218,35,18,5,4.388888888888889,0.56,0.646,0.6319999999999999,0.638,0.69,0.836,dt_acc_mean,896,fri_c3_500_25,0.277
1161,15,2,0.0,77.4,235.30769230769232,251.6170425362212,2984.3076923076924,7592.3118338387885,550.7556300141807,750.0660105369672,270.48840805847186,618.7483372763224,1.6363623402677268,1.6056254690069025,7.2978362380687365,13.509819519090941,25,13,5,3.923076923076923,0.7002589906763357,0.9173079769128313,0.9870800651176557,0.985359627053426,0.9457340535740713,0.9776047062305757,linsvc_acc_mean,897,colleges_aaup,0.381
400,6,2,0.0,66.66666666666667,4.059316666666667,2.6788176467841596,63.792750000000005,32.29440705378926,10.875032583333335,1.203667332541797,6.465437014987532,2.397249444392293,3.615806300231301,1.3437375043265682,21.500873925027022,14.959555057807426,23,12,5,4.0,0.5875,0.5799999999999998,0.5850000000000001,0.5850000000000001,0.5675000000000001,0.525,dummy_mf_acc_mean,900,chscase_census6,0.163
40768,10,2,0.0,4076.8,0.0,0.0,1.0,0.0,0.4997044422095761,0.0015975924605527542,0.28834579531171206,0.000554391224194781,0.0015462381676243045,0.005897767374896419,-1.1965749447053615,0.00427780054006543,63,32,5,5.0,0.5004,0.8655999999999999,0.8336,0.8347999999999999,0.8402,0.8392,gnb_acc_mean,901,fried,0.764
1000,25,2,0.0,40.0,-1.7752978799999999,0.15497710013013405,1.8103373200000001,0.2748299034602632,3.4399999992018593e-09,9.312701004870427e-09,0.9994999028906052,8.979683879680171e-09,0.02396833089330194,0.14397099019969162,-1.1319274508634907,0.2360090536232687,49,25,5,4.72,0.563,0.789,0.669,0.67,0.701,0.85,dt_acc_mean,903,fri_c2_1000_25,0.328
1000,50,2,0.0,20.0,-1.7383028999999999,0.03532420281294398,1.72784062,0.04295598243546061,2.8199999993105964e-09,7.420754679926997e-09,0.9994999040254794,7.917103441156546e-09,-0.009653422595721805,0.04705173087583028,-1.1966704863740325,0.0396610182263378,49,25,5,4.76,0.51,0.8400000000000001,0.8119999999999999,0.813,0.6679999999999999,0.7550000000000001,gnb_acc_mean,904,fri_c0_1000_50,0.427
400,7,2,0.0,57.142857142857146,3.7826,0.5511293314640403,4.571585714285713,0.26304792300247964,4.239122749999999,0.015739176928697873,0.10719555503877763,0.07552160043780405,-0.10353905953843622,0.565583107012688,1.2140794059017732,2.819899437199519,39,20,5,4.6,0.5175000000000001,0.5175,0.5225000000000001,0.5275000000000001,0.4575,0.4625,logreg_acc_mean,906,chscase_census5,0.169
400,7,2,0.0,57.142857142857146,9.032928571428572,4.485322646688637,45.608142857142866,31.03595991255752,18.129091785714287,1.201691573834913,4.69761525728281,3.4257523867800246,1.0049865837820422,0.8032550857397459,3.397329399568188,5.656876852418918,31,16,5,4.4375,0.515,0.51,0.45999999999999996,0.45999999999999996,0.52,0.465,knn5_acc_mean,907,chscase_census4,0.166
400,7,2,0.0,57.142857142857146,3.900971428571428,0.3177769285623652,4.531114285714286,0.2035099255464419,4.233053642857143,0.009197761786024522,0.09910518271144932,0.07323945401617488,-0.03962796952483977,0.20451765694624613,0.2978155151208525,0.566194877791347,47,24,5,4.708333333333333,0.5200000000000001,0.49250000000000005,0.48250000000000004,0.48250000000000004,0.4875,0.5199999999999999,dummy_mf_acc_mean,908,chscase_census3,0.166
400,7,2,0.0,57.142857142857146,10.510028571428572,5.423896565257513,51.32855714285714,31.219664169322932,19.966451392857145,0.4055852998467124,5.219676124399953,3.987175171946528,1.318865427974463,0.8300172539090824,4.566359486973082,4.678770419865422,29,15,5,4.266666666666667,0.5075,0.47250000000000003,0.4725,0.4725,0.51,0.485,knn5_acc_mean,909,chscase_census2,0.166
1000,10,2,0.0,100.0,-1.8225178,0.21147939148096678,1.8082259,0.2565867483002386,1.899999998933311e-09,9.596353474008862e-09,0.9994999010822818,7.155621009754204e-09,-0.02122588591637921,0.03490508471467363,-1.1504557815091068,0.14323917424528199,51,26,5,4.8076923076923075,0.564,0.697,0.678,0.6799999999999999,0.759,0.8640000000000001,dt_acc_mean,910,fri_c1_1000_10,0.212
250,5,2,0.0,50.0,-1.8338372,0.2601381373112371,1.9889351999999998,0.44169708220290516,2.399999999624925e-09,1.3047605143362737e-08,0.9979980180783785,1.4883129322185771e-08,0.07604791453475121,0.25282630384096355,-0.9908265209701321,0.29562657351411975,27,14,5,3.9285714285714284,0.56,0.8200000000000001,0.692,0.704,0.828,0.8520000000000001,dt_acc_mean,911,fri_c2_250_5,0.164
1000,5,2,0.0,200.0,-1.9433403999999999,0.258976411560281,2.1919549999999997,0.6890192667256845,2.799999998615021e-09,1.2319090878019348e-08,0.9994999016850838,7.64885260678585e-09,0.13104795562724478,0.27146707493919026,-0.8201503773918809,0.5376385924840575,43,22,5,4.590909090909091,0.584,0.828,0.736,0.735,0.9100000000000001,0.898,knn5_acc_mean,912,fri_c2_1000_5,0.194
1000,10,2,0.0,100.0,-1.8261568999999997,0.1830896488190689,1.9807752999999995,0.6030624524393887,6.999999974333093e-10,7.900000000092397e-09,0.99949990799694,7.0824656351406405e-09,0.09604639514625565,0.22418156143865625,-0.9976140651050702,0.43021213713451917,51,26,5,4.8076923076923075,0.58,0.797,0.724,0.719,0.8010000000000002,0.873,dt_acc_mean,913,fri_c2_1000_10,0.217
315,13,2,0.0,24.23076923076923,77.973114,136.51627780786055,2613.000333,3458.6166811760736,541.6729437015872,766.0482834903469,312.5613585108583,452.5902450430626,3.0640084152474727,3.7724195825545164,29.725933270192904,64.8085558580792,27,14,5,4.214285714285714,0.5777777777777777,0.4825396825396825,0.5873015873015873,0.5650793650793651,0.5396825396825398,0.5015873015873016,linsvc_acc_mean,915,plasma_retinol,0.326
1000,25,2,0.0,40.0,-1.75136068,0.13724801989995197,1.7585009600000001,0.12995050054554777,-1.5599999995430381e-09,1.1503321261623644e-08,0.9994999038450942,9.52090510856177e-09,0.006211504326671199,0.04509562969564726,-1.1782588915118444,0.0818741308459041,49,25,5,4.76,0.546,0.658,0.659,0.659,0.6290000000000001,0.834,dt_acc_mean,917,fri_c1_1000_25,0.319
250,50,2,0.0,5.0,-1.7356771,0.118976174441146,1.8391569799999998,0.3926039056071903,2.39999998736806e-10,1.4230333796657555e-08,0.9979980250518452,1.633433135391812e-08,0.0630183761314538,0.26341107292633276,-1.0523080515433505,0.5453988553365328,35,18,5,4.444444444444445,0.54,0.64,0.596,0.588,0.56,0.776,dt_acc_mean,918,fri_c4_250_50,0.264
500,50,2,0.0,10.0,-1.73366514,0.11534022117908564,1.7775842600000002,0.29965547590189706,1.0400000011401288e-09,1.2068073582569304e-08,0.9989995311766819,1.3183340218826066e-08,0.027168967638416454,0.13638483829058462,-1.1587925603305933,0.2398033484061513,37,19,5,4.421052631578948,0.59,0.7999999999999999,0.692,0.696,0.6459999999999999,0.844,dt_acc_mean,920,fri_c2_500_50,0.311
8641,4,2,0.0,2160.25,0.292,0.42285694980690575,57.12533333333332,76.99854589680393,17.85237684681557,23.38280467635519,10.11492231521286,13.221254213006292,0.2559250228128802,0.2269886668408993,-0.7889207845004728,0.5570152579164768,7,4,2,2.0,0.5524,0.69,0.9970000000000001,0.991,0.9916,0.9998000000000001,dt_acc_mean,923,visualizing_soil,0.389
323,4,2,0.0,80.75,-29.668655,25.849495385672743,67.018216,39.31896545871535,20.309022187306503,34.98755479425551,24.723731915002503,9.322589659106047,-0.1503404942091224,0.2694966693318126,-0.6091842773406979,0.2976366504327998,19,10,5,3.8,0.541826923076923,0.9535576923076924,0.9628846153846154,0.9629326923076924,0.9442307692307693,0.9225961538461538,logreg_acc_mean,925,visualizing_galaxy,0.161
500,25,2,0.0,20.0,-1.7311208,0.057478811181860746,1.73748448,0.046181700288421605,-1.2799999998236446e-09,1.4641092856588814e-08,0.9989995314394712,1.2531124641483756e-08,0.01783008545338871,0.06180280937609505,-1.1803086742877467,0.059699453761776294,39,20,5,4.6,0.51,0.8219999999999998,0.7939999999999999,0.8019999999999999,0.674,0.708,gnb_acc_mean,926,fri_c0_500_25,0.242
1302,33,2,0.0,39.45454545454545,292.125,431.03115824148955,10090.34375,15495.64769058028,1716.3688539909353,2524.478671114674,1116.655559411016,1669.7403667277317,1.4966319491800055,1.6976564780243595,8.589933861939357,13.81164724465599,51,26,5,4.8076923076923075,0.5284173297966401,0.7242646625405247,0.7350132625994695,0.7457795461243737,0.7173356911287947,0.6728234600648395,logreg_acc_mean,930,colleges_usnews,0.571
250,25,2,0.0,10.0,-1.7448230800000002,0.1635172354844394,1.96084756,0.5952730387468983,6.399999990591711e-10,2.3723203833108353e-08,0.9979980262733764,2.0739973170066402e-08,0.12309211048655763,0.3071296244484608,-0.9478102343848356,0.7357303730764888,29,15,5,4.2,0.544,0.688,0.572,0.592,0.6,0.784,dt_acc_mean,933,fri_c4_250_25,0.211
1156,5,2,0.0,231.2,0.0,0.0,746.3,0.0,16.94074394463668,0.0,44.339078920470946,0.0,7.193711684481208,0.0,81.87672303272348,0.0,41,21,5,4.619047619047619,0.7785490371697268,0.880665024630542,0.9532728765487386,0.9385579937304076,0.9446148678907299,0.9307769816390505,linsvc_acc_mean,934,socmob,0.364
250,10,2,0.0,25.0,-1.7345433,0.13797100013702154,1.7490442000000002,0.12763671897208892,-5.199999999039306e-09,1.265543361633887e-08,0.9979980268290882,1.8157989168070398e-08,0.0053081548441552325,0.11211269328594718,-1.1815736900187421,0.10611122961369764,29,15,5,4.066666666666666,0.56,0.696,0.688,0.692,0.692,0.808,dt_acc_mean,935,fri_c1_250_10,0.168
500,10,2,0.0,50.0,-1.8064742000000003,0.19508854165368097,2.1384102999999994,0.7811498719549341,5.3999999998666225e-09,1.258729518288978e-08,0.9989995210860018,8.897798121002746e-09,0.15916442020276172,0.4389794968376022,-0.7592815688583656,0.8332381825832874,43,22,5,4.636363636363637,0.5439999999999999,0.64,0.6519999999999999,0.6519999999999999,0.752,0.8460000000000001,dt_acc_mean,936,fri_c3_500_10,0.186
500,50,2,0.0,10.0,-1.7225816200000004,0.10412436259529083,1.85185816,0.5643307803177976,-2.1199999985377363e-09,1.1281205607235616e-08,0.9989995266291699,1.3311616447230136e-08,0.07875048939640329,0.27642488863864306,-1.062367324483336,0.7247574739708675,43,22,5,4.636363636363637,0.564,0.6599999999999999,0.658,0.6620000000000001,0.614,0.792,dt_acc_mean,937,fri_c3_500_50,0.301
228,8,2,0.0,28.5,0.125,0.33071891388307384,227.125,313.67596237996946,80.39899250649044,106.34146491057419,46.18014132034688,63.80913387391079,0.4059507391437388,0.47402941301914503,0.40289940777467315,1.401573461823149,9,5,4,2.8,0.5131400966183575,0.9868599033816425,0.9868599033816425,0.9868599033816425,0.9735265700483092,0.9694685990338163,gnb_acc_mean,939,chscase_whale,0.164
527,36,2,0.0,14.63888888888889,8.180952380952382,7.859335913277433,61.785714285714285,39.88969655382781,43.511607436027475,35.39803913342521,6.461066954788306,4.974747694850023,0.4559876413520918,4.275190904338294,26.269200047594705,46.6567999897514,13,7,3,2.857142857142857,0.8481940700808626,0.8405929919137467,0.8861275831087152,0.874752920035939,0.8482120395327943,0.9980952380952381,dt_acc_mean,940,water-treatment,1.145
500,10,2,0.0,50.0,-1.7345412,0.03220843697170046,1.7205549000000002,0.06101352489809126,-2.4000000007795557e-09,1.1993331480425074e-08,0.9989995289900329,1.259007656524435e-08,-0.03102045591101612,0.05174918235298063,-1.1805504366437114,0.05226726008587083,37,19,5,4.421052631578948,0.518,0.858,0.8400000000000001,0.836,0.798,0.7699999999999999,gnb_acc_mean,943,fri_c0_500_10,0.187
559,4,2,0.0,139.75,10.833333333333334,9.204467514322717,985884.8333333334,1393532.9715530195,9034.430828861061,12519.060621212968,69504.61946073746,98097.68640995202,3.355810291866202,4.437346314269552,34.25053376882463,50.042435442036435,17,9,5,3.888888888888889,0.9570785070785071,0.9785392535392535,0.9803410553410552,0.9749839124839126,0.9714124839124839,0.9570945945945946,linsvc_acc_mean,947,arsenic-male-bladder,0.287
559,4,2,0.0,139.75,10.5,9.246621004453464,865515.1666666666,1223304.5624881764,7930.948419797257,10958.564850473946,60355.64232300038,85159.0863446879,3.3729069266079788,4.46150476582848,34.84406237380734,50.88181094818346,23,12,5,4.083333333333333,0.8568854568854569,0.8694015444015445,0.8586229086229086,0.8639961389961389,0.8550514800514801,0.8086711711711712,gnb_acc_mean,949,arsenic-female-bladder,0.299
559,4,2,0.0,139.75,10.5,9.246621004453464,865515.1666666666,1223304.5624881764,7930.948419797257,10958.564850473946,60355.64232300038,85159.0863446879,3.3729069266079788,4.46150476582848,34.84406237380734,50.88181094818346,17,9,5,3.888888888888889,0.9660231660231661,0.9856981981981981,0.9892696267696268,0.9856981981981981,0.9856981981981981,0.9839124839124839,linsvc_acc_mean,950,arsenic-female-lung,0.288
559,4,2,0.0,139.75,10.833333333333334,9.204467514322717,985884.8333333334,1393532.9715530195,9034.430828861061,12519.060621212968,69504.61946073746,98097.68640995202,3.355810291866202,4.437346314269552,34.25053376882463,50.042435442036435,3,2,1,1.0,0.9767535392535394,1.0,1.0,0.9964124839124839,0.9964124839124839,1.0,gnb_acc_mean,951,arsenic-male-lung,0.287
214,9,6,0.0,23.77777777777778,9.75235,21.510841193376578,14.263770000000001,22.368783133169213,11.265851609553478,22.130326293835143,0.6879278145483789,0.4732116670230962,1.6525943876045237,2.181181106323898,9.908544271023597,16.204336605743773,29,15,5,4.4,0.3551495016611296,0.44883720930232557,0.6444075304540421,0.6351052048726468,0.6541528239202659,0.6961240310077519,dt_acc_mean,952,prnn_fglass,0.185
3190,60,2,0.0,53.166666666666664,,,,,,,,,,,,,55,28,5,4.857142857142857,0.5188087774294671,0.583385579937304,0.9335423197492163,0.9382445141065829,0.7476489028213166,0.9460815047021944,dt_acc_mean,953,splice,1.951
412,8,2,0.0,51.5,10.857674,7.0286050691647555,1833.41008425,2580.387667356036,297.9299019396707,427.798728928233,227.17412426089328,315.81791763559164,1.1146964710927691,1.5006932370821022,5.321603492921965,5.026882837263707,21,11,5,4.2727272727272725,0.7718483690861007,0.7693799588598296,0.7912430208639437,0.7888627681457537,0.71595650896268,0.7499559212459594,linsvc_acc_mean,957,braziltourism,0.32
2310,18,2,0.0,128.33333333333334,-4.835787777777778,13.905317874751116,211.27250138888888,360.9408920443695,25.501652141029343,39.11712440745201,26.71530309616898,23.16406553550633,3.32095885523078,4.715675124494311,38.51719077970061,90.06976381083817,27,14,5,4.214285714285714,0.8571428571428571,0.8285714285714285,0.9974025974025975,0.9974025974025975,0.9922077922077921,0.9917748917748916,linsvc_acc_mean,958,segment,0.391
12960,8,2,0.0,1620.0,,,,,,,,,,,,,3,2,1,1.0,0.6628000000000001,1.0,1.0,1.0,0.9987999999999999,1.0,gnb_acc_mean,959,nursery,0.573
